weather_condition,time,stop_location,accident_severity,crime_category,passenger_count
Rainy,Night,Zone E,Severe,Drug Offense,45.087017542718336
Foggy,Morning,Zone E,Minor,Vandalism,215.00239723836125
Stormy,Night,Zone A,Minor,Assault,101.15619158041589
Clear,Morning,Zone B,Minor,Assault,100.6547694259407
Foggy,Night,Zone C,Major,None,78.0
Foggy,Evening,Zone D,None,Assault,120.87629545212145
Clear,Morning,Zone E,Severe,None,144.40082463131512
Stormy,Afternoon,Zone B,Major,Assault,92.91851771940718
Cloudy,Evening,Zone D,None,Drug Offense,131.83443539982014
Foggy,Night,Zone A,None,Drug Offense,44.88535842699948
Clear,Morning,Zone C,Severe,None,107.21943478747207
Rainy,Evening,Zone B,Major,Vandalism,121.67385377962545
Clear,Night,Zone B,Severe,None,105.94616400678969
Rainy,Morning,Zone C,Severe,Theft,180.26399227063754
Stormy,Morning,Zone C,None,Theft,160.0034844618717
Cloudy,Evening,Zone E,None,None,128.84900453572004
Clear,Night,Zone C,Major,None,57.217127355035444
Foggy,Night,Zone B,Severe,Vandalism,99.4480509591736
Stormy,Morning,Zone E,Minor,Assault,254.1327226662587
Clear,Night,Zone C,None,Drug Offense,39.18271605511242
Foggy,Afternoon,Zone D,None,Assault,75.94229726311994
Clear,Afternoon,Zone D,None,None,41.39386181888426
Rainy,Morning,Zone C,Minor,Drug Offense,166.4991961137352
Clear,Night,Zone B,Major,Drug Offense,73.20634409578619
Clear,Morning,Zone E,Minor,None,133.22719149810536
Clear,Afternoon,Zone E,Severe,Drug Offense,47.00888142518448
Stormy,Morning,Zone E,Severe,Assault,207.2140433328041
Clear,Morning,Zone A,Severe,Drug Offense,133.99098298358535
Foggy,Evening,Zone C,None,Assault,101.1196676168022
Rainy,Evening,Zone A,Severe,Assault,231.68689207652525
Rainy,Afternoon,Zone A,Minor,Theft,68.0
Clear,Night,Zone D,Severe,Drug Offense,27.95348084530901
Stormy,Afternoon,Zone E,Severe,None,109.95220450222916
Stormy,Night,Zone A,Severe,Vandalism,111.60451766974363
Foggy,Night,Zone B,Major,Theft,91.0
Clear,Evening,Zone C,Severe,Assault,197.25989830827962
Rainy,Evening,Zone B,Minor,Theft,127.69234064930873
Stormy,Afternoon,Zone E,None,Theft,49.8695700047414
Clear,Afternoon,Zone D,Severe,Vandalism,47.43138603562266
Stormy,Afternoon,Zone B,Minor,None,102.51623264441338
Stormy,Evening,Zone B,Severe,Vandalism,188.3042249342375
Rainy,Evening,Zone A,Major,Assault,130.32499808245805
Cloudy,Morning,Zone B,None,None,99.52885552125448
Foggy,Afternoon,Zone D,Major,None,63.0
Foggy,Morning,Zone B,Minor,Theft,165.43988293858942
Rainy,Night,Zone B,Minor,Theft,78.0
Stormy,Afternoon,Zone E,Major,Drug Offense,65.22647482144428
Clear,Evening,Zone D,Minor,None,123.46781073874868
Stormy,Afternoon,Zone B,Major,Vandalism,33.71494327186156
Rainy,Afternoon,Zone E,Minor,Vandalism,103.0
Foggy,Evening,Zone C,Severe,Theft,165.98059424510328
Stormy,Evening,Zone B,Major,Drug Offense,167.3380571964617
Foggy,Night,Zone B,Major,None,71.0
Clear,Afternoon,Zone E,Minor,Theft,70.22459319448332
Foggy,Afternoon,Zone E,Severe,None,48.44621723320886
Foggy,Afternoon,Zone E,Severe,Theft,39.64803545441928
Cloudy,Afternoon,Zone B,Minor,Drug Offense,85.0
Cloudy,Night,Zone A,Severe,None,143.584680615989
Cloudy,Afternoon,Zone A,Severe,Theft,102.7909979019866
Foggy,Night,Zone E,Major,Drug Offense,69.0
Rainy,Night,Zone A,Major,Assault,57.0
Foggy,Evening,Zone C,Severe,Vandalism,239.86736012736947
Rainy,Afternoon,Zone A,Major,Drug Offense,54.0
Rainy,Evening,Zone A,None,Drug Offense,96.66907571182662
Cloudy,Night,Zone B,Minor,None,87.0
Stormy,Morning,Zone A,Minor,None,200.28036198849358
Clear,Morning,Zone E,Major,Assault,92.02323745916749
Cloudy,Afternoon,Zone B,Major,Vandalism,47.0
Cloudy,Morning,Zone A,Minor,Vandalism,151.52539592763569
Stormy,Evening,Zone C,Major,Drug Offense,96.6169396047549
Clear,Morning,Zone B,Major,Vandalism,103.92539525578822
Foggy,Morning,Zone B,None,Assault,84.38084160990753
Foggy,Night,Zone B,Minor,Theft,107.0
Cloudy,Evening,Zone A,None,Theft,79.25903817747728
Clear,Afternoon,Zone E,None,None,47.59921314280241
Cloudy,Evening,Zone D,Major,Theft,131.867753120508
Rainy,Evening,Zone D,Major,Assault,87.24932414607193
Cloudy,Afternoon,Zone D,Severe,Drug Offense,87.22308866538795
Cloudy,Evening,Zone A,None,None,100.97814439116708
Foggy,Night,Zone C,Major,Assault,61.0
Foggy,Afternoon,Zone B,Severe,Theft,37.51913700554866
Foggy,Night,Zone B,None,Assault,44.41264403142692
Rainy,Evening,Zone E,None,None,101.40096824132007
Foggy,Morning,Zone B,None,Drug Offense,146.95972866408437
Clear,Afternoon,Zone E,Severe,Drug Offense,86.01903739995687
Stormy,Afternoon,Zone A,None,Drug Offense,61.94290806029591
Clear,Morning,Zone D,Minor,Vandalism,123.57222098979734
Clear,Morning,Zone E,Minor,Assault,126.00585620176186
Foggy,Afternoon,Zone E,Severe,Assault,133.09835697947884
Stormy,Morning,Zone B,Minor,Vandalism,151.4268324817843
Stormy,Night,Zone A,Severe,None,94.29734466690529
Stormy,Evening,Zone D,None,None,128.17605222357793
Rainy,Night,Zone A,None,Theft,45.777467708609926
Foggy,Evening,Zone D,Major,None,163.42363293225847
Stormy,Evening,Zone C,Minor,None,155.3324115398289
Rainy,Morning,Zone A,Major,Drug Offense,99.45858046152452
Cloudy,Morning,Zone C,Severe,Assault,150.26249104785273
Cloudy,Night,Zone D,Minor,Drug Offense,87.0
Rainy,Morning,Zone E,Major,Assault,117.19666641632344
Rainy,Night,Zone C,Major,Assault,36.0
Foggy,Afternoon,Zone D,Severe,Assault,63.77511804961998
Foggy,Night,Zone D,Minor,Theft,80.0
Cloudy,Evening,Zone C,Severe,Drug Offense,199.9985383360214
Stormy,Afternoon,Zone A,Minor,Vandalism,118.30650757646904
Cloudy,Night,Zone E,Major,Vandalism,50.0
Stormy,Night,Zone D,Major,Theft,79.21995408875475
Stormy,Afternoon,Zone A,Major,Drug Offense,79.11499368598298
Foggy,Afternoon,Zone D,Severe,Theft,81.98025689508401
Clear,Evening,Zone D,Severe,Theft,135.39303421290109
Clear,Evening,Zone D,Minor,Drug Offense,116.45379690781746
Rainy,Evening,Zone A,Severe,None,160.8879521544896
Foggy,Morning,Zone B,Severe,Vandalism,167.97956208344186
Stormy,Evening,Zone E,None,Vandalism,100.61935840223575
Clear,Morning,Zone E,Major,Assault,94.91714553582376
Stormy,Night,Zone B,None,Assault,81.03228634089939
Clear,Night,Zone D,Minor,Vandalism,75.01784627811016
Clear,Night,Zone B,Major,Drug Offense,49.83335307819346
Clear,Morning,Zone C,Minor,Theft,84.45924733694562
Foggy,Night,Zone C,None,Theft,56.34733466112344
Cloudy,Night,Zone A,Minor,Theft,83.0
Stormy,Morning,Zone A,Severe,Drug Offense,267.4203518265953
Foggy,Evening,Zone C,Major,Drug Offense,108.9029939882066
Foggy,Evening,Zone B,Major,Drug Offense,141.0786839164669
Foggy,Evening,Zone A,Minor,Drug Offense,159.93700631423357
Foggy,Evening,Zone B,Minor,Drug Offense,159.12696251237102
Foggy,Afternoon,Zone A,Major,Drug Offense,46.0
Rainy,Night,Zone E,Minor,Assault,85.0
Stormy,Evening,Zone B,Minor,Drug Offense,179.17367514910157
Foggy,Evening,Zone C,Major,Vandalism,111.25296244010568
Stormy,Evening,Zone C,Minor,Assault,164.37110274615856
Rainy,Evening,Zone A,Minor,Assault,146.74914611311044
Rainy,Evening,Zone B,Major,Assault,148.96279762060252
Stormy,Afternoon,Zone D,Severe,Drug Offense,130.12392426139294
Clear,Afternoon,Zone C,None,Theft,73.60865668052773
Cloudy,Morning,Zone C,Severe,None,122.65669348694024
Clear,Morning,Zone B,Severe,Drug Offense,155.15125505827132
Clear,Evening,Zone B,Severe,None,142.3851297294809
Clear,Morning,Zone A,Minor,Vandalism,100.10493100497504
Foggy,Afternoon,Zone D,Severe,Drug Offense,91.24601184729417
Rainy,Evening,Zone C,None,Drug Offense,87.90824131529264
Clear,Morning,Zone B,Severe,None,204.70081736173844
Rainy,Morning,Zone C,Minor,Vandalism,127.75596275398854
Stormy,Afternoon,Zone D,Severe,Assault,69.5140281929548
Cloudy,Night,Zone E,Major,Assault,48.0
Stormy,Evening,Zone E,Major,Vandalism,124.25383132462598
Stormy,Morning,Zone D,Minor,Assault,143.4654480411037
Foggy,Afternoon,Zone B,Minor,None,102.0
Cloudy,Evening,Zone E,Severe,None,192.7051967352372
Stormy,Afternoon,Zone B,Severe,Vandalism,88.3904058689292
Stormy,Evening,Zone A,None,Assault,110.95257600541395
Cloudy,Night,Zone C,Severe,Assault,62.92658511587551
Cloudy,Night,Zone A,Major,Drug Offense,67.0
Stormy,Evening,Zone E,Severe,Assault,155.73900986500155
Cloudy,Evening,Zone E,Severe,Theft,210.99426061758774
Stormy,Afternoon,Zone B,None,Drug Offense,91.5340174030804
Stormy,Evening,Zone E,Severe,Theft,207.18089008601208
Foggy,Morning,Zone B,Major,Theft,112.91314447284485
Clear,Evening,Zone D,Severe,Theft,124.08742168155919
Stormy,Evening,Zone E,Severe,Vandalism,292.0
Rainy,Night,Zone D,Major,Assault,61.0
Clear,Night,Zone D,None,Drug Offense,46.32635154344476
Clear,Afternoon,Zone C,None,None,40.30574447902865
Clear,Evening,Zone B,Major,Vandalism,87.361348799177
Foggy,Morning,Zone D,Minor,Drug Offense,108.99033168912887
Stormy,Morning,Zone C,Minor,Theft,174.42808018811127
Foggy,Evening,Zone E,Severe,Vandalism,284.6391813263347
Stormy,Afternoon,Zone E,Minor,Drug Offense,124.70379502735958
Foggy,Morning,Zone D,Major,Assault,163.54226203122064
Foggy,Afternoon,Zone E,Major,Assault,52.0
Rainy,Evening,Zone B,Major,Vandalism,116.80400303152422
Foggy,Afternoon,Zone E,Minor,Assault,90.0
Cloudy,Evening,Zone A,None,Assault,102.12183022686378
Rainy,Night,Zone E,Minor,Theft,96.0
Foggy,Evening,Zone D,Severe,Vandalism,187.75363670943523
Clear,Afternoon,Zone C,Major,None,50.62891216498345
Cloudy,Morning,Zone B,Minor,Vandalism,139.3915228874055
Cloudy,Evening,Zone B,Major,Theft,89.9944424310089
Cloudy,Evening,Zone C,Major,Vandalism,179.39198886600138
Rainy,Evening,Zone B,None,Drug Offense,81.96478761426178
Foggy,Night,Zone D,None,Vandalism,52.43661850524342
Foggy,Night,Zone D,Severe,Vandalism,84.77021802916576
Clear,Night,Zone C,Major,Theft,60.76434666163814
Clear,Morning,Zone D,Minor,Vandalism,112.67797234671467
Cloudy,Morning,Zone A,Minor,Drug Offense,137.1618758327904
Clear,Evening,Zone D,Severe,Vandalism,109.17390359562123
Rainy,Morning,Zone B,None,Assault,102.08572378225296
Foggy,Afternoon,Zone C,Major,Drug Offense,76.0
Cloudy,Afternoon,Zone A,None,Vandalism,48.077192403562336
Clear,Night,Zone D,None,None,35.64577525435235
Rainy,Afternoon,Zone A,Major,Vandalism,58.0
Rainy,Afternoon,Zone E,None,Assault,46.03135466351702
Clear,Evening,Zone E,Minor,Assault,141.82606041556966
Foggy,Night,Zone A,None,Assault,45.96086123583281
Clear,Night,Zone E,Major,Drug Offense,68.92323549036095
Cloudy,Night,Zone E,Severe,None,86.05350064454004
Clear,Afternoon,Zone E,Severe,Drug Offense,36.99039164818153
Rainy,Morning,Zone C,Minor,Vandalism,129.41085527903124
Clear,Evening,Zone C,Minor,None,142.15683690904908
Foggy,Morning,Zone E,Severe,Theft,130.13036379161093
Stormy,Night,Zone B,Minor,Vandalism,76.17514380092983
Clear,Night,Zone E,None,Drug Offense,39.89893674027439
Foggy,Afternoon,Zone E,Severe,Theft,93.81937244502896
Foggy,Evening,Zone E,Severe,Vandalism,160.02094870178604
Rainy,Evening,Zone B,Minor,Vandalism,161.30639752639726
Foggy,Evening,Zone B,Major,None,139.96920941299553
Foggy,Afternoon,Zone E,Minor,Drug Offense,100.0
Foggy,Morning,Zone D,Major,Assault,138.5442233883989
Foggy,Evening,Zone A,Severe,Theft,193.43614619802008
Cloudy,Morning,Zone C,Major,Drug Offense,156.4532661280473
Cloudy,Afternoon,Zone A,Severe,Assault,86.36335104920781
Rainy,Afternoon,Zone C,None,Theft,52.60996689349113
Clear,Morning,Zone A,Minor,Vandalism,124.92444533350266
Foggy,Evening,Zone B,Major,Theft,119.58539314086471
Clear,Morning,Zone E,Severe,Drug Offense,100.1766506669715
Clear,Evening,Zone C,Minor,None,173.37119083008943
Rainy,Night,Zone E,Severe,None,84.79252414588393
Foggy,Night,Zone E,Major,Theft,50.0
Foggy,Evening,Zone B,Severe,None,227.06415623757258
Stormy,Morning,Zone C,None,Drug Offense,124.43339261477077
Clear,Evening,Zone D,Minor,Assault,91.69946811530784
Clear,Evening,Zone B,Severe,None,132.91152199730112
Cloudy,Evening,Zone E,Minor,Drug Offense,130.3192668075691
Stormy,Night,Zone C,Severe,Theft,32.43122307847518
Cloudy,Afternoon,Zone B,Major,Theft,92.0
Cloudy,Night,Zone B,Major,Drug Offense,73.0
Cloudy,Evening,Zone D,Severe,Drug Offense,201.5831876730005
Rainy,Morning,Zone A,None,None,111.09795204124882
Rainy,Afternoon,Zone C,None,Assault,48.169148575123614
Cloudy,Evening,Zone C,Severe,Theft,249.02335251498886
Stormy,Afternoon,Zone C,Severe,Drug Offense,73.80851544570318
Clear,Morning,Zone C,None,Assault,83.81120177200962
Stormy,Afternoon,Zone A,Minor,Theft,109.19304570021929
Foggy,Afternoon,Zone B,Major,Drug Offense,48.0
Rainy,Evening,Zone B,Major,Assault,119.20113443701864
Clear,Morning,Zone A,Minor,None,176.01372371559646
Clear,Morning,Zone B,Severe,Theft,123.85456789700056
Foggy,Night,Zone A,Severe,Vandalism,121.27297424808357
Foggy,Afternoon,Zone A,Severe,Drug Offense,73.22193490737223
Cloudy,Evening,Zone B,Severe,Vandalism,164.03005054423323
Rainy,Afternoon,Zone B,Minor,Theft,83.0
Rainy,Afternoon,Zone A,Major,None,60.0
Stormy,Afternoon,Zone D,Severe,Theft,50.680174672703494
Cloudy,Evening,Zone E,Major,None,163.34142413904473
Cloudy,Afternoon,Zone C,Minor,Theft,88.0
Cloudy,Evening,Zone A,Minor,Assault,172.43335478524313
Cloudy,Morning,Zone B,Severe,Vandalism,226.24315962445544
Rainy,Afternoon,Zone A,Severe,Assault,80.54827066484549
Rainy,Night,Zone B,None,Theft,67.04601011178897
Cloudy,Morning,Zone A,None,Assault,171.3217807968494
Stormy,Night,Zone B,None,Theft,48.21421299137328
Clear,Afternoon,Zone D,None,Theft,46.484853095868885
Clear,Morning,Zone E,Minor,Theft,110.7869567653294
Stormy,Evening,Zone B,Severe,None,146.36571242573248
Cloudy,Afternoon,Zone D,Severe,None,78.5455297734242
Rainy,Afternoon,Zone E,None,Drug Offense,52.6318502177773
Clear,Evening,Zone B,Severe,None,129.8346701312673
Foggy,Night,Zone C,Severe,Vandalism,58.92173489581218
Foggy,Morning,Zone A,Major,Theft,138.14675835455984
Stormy,Morning,Zone A,None,Theft,150.9543883292225
Cloudy,Evening,Zone A,Major,None,170.4660793032991
Clear,Morning,Zone B,None,None,69.8059118936588
Cloudy,Evening,Zone C,Severe,Vandalism,144.97891137508074
Clear,Night,Zone C,Major,Theft,58.10466820149843
Stormy,Night,Zone C,Major,Assault,20.049983072926477
Stormy,Morning,Zone E,None,None,82.55745332016835
Foggy,Evening,Zone B,Severe,Assault,168.07192234942536
Cloudy,Evening,Zone D,Major,Vandalism,191.91417938210992
Foggy,Evening,Zone E,Minor,None,219.61838810414653
Cloudy,Evening,Zone B,Minor,Vandalism,162.0369393857196
Foggy,Morning,Zone C,Minor,Vandalism,146.61173580021358
Rainy,Afternoon,Zone B,Severe,None,52.71629187285619
Rainy,Morning,Zone C,Minor,Assault,158.44211432762486
Rainy,Evening,Zone D,Minor,Theft,160.30271733021252
Rainy,Afternoon,Zone C,Major,Theft,49.0
Clear,Afternoon,Zone E,Major,Theft,54.57338680521924
Rainy,Morning,Zone B,Major,Assault,158.93244902142928
Stormy,Evening,Zone A,None,Drug Offense,160.62865295259272
Stormy,Evening,Zone C,Severe,Assault,173.96904928807473
Clear,Evening,Zone C,Minor,Assault,86.03409793838519
Rainy,Evening,Zone A,Major,Theft,107.647259691937
Rainy,Evening,Zone E,Severe,Vandalism,162.42365186671077
Rainy,Afternoon,Zone D,None,Theft,29.965735628531846
Foggy,Morning,Zone D,None,Assault,95.20992922319415
Cloudy,Morning,Zone E,Severe,Assault,173.47687638674455
Foggy,Night,Zone B,Severe,Drug Offense,82.3897927685823
Cloudy,Morning,Zone D,Minor,Drug Offense,147.52370188924291
Rainy,Afternoon,Zone E,Major,Vandalism,54.0
Rainy,Night,Zone C,Minor,Drug Offense,90.0
Foggy,Afternoon,Zone A,None,Drug Offense,56.12275024981065
Foggy,Morning,Zone B,None,Vandalism,88.64759244766537
Cloudy,Afternoon,Zone B,Severe,None,130.84434716597988
Stormy,Afternoon,Zone C,Major,None,66.08559658525071
Cloudy,Morning,Zone D,None,Assault,101.10472134122735
Foggy,Afternoon,Zone B,Major,None,93.0
Foggy,Night,Zone A,Major,Assault,55.0
Clear,Night,Zone C,Minor,Assault,87.34943862784668
Foggy,Evening,Zone B,Major,Drug Offense,153.36199037847524
Clear,Night,Zone C,None,Drug Offense,56.31427175585054
Stormy,Night,Zone D,Minor,None,87.26128736080858
Cloudy,Morning,Zone E,None,Vandalism,96.16553305299286
Cloudy,Night,Zone C,Severe,Vandalism,68.9146169534032
Clear,Morning,Zone D,Minor,Assault,162.58389399045606
Cloudy,Night,Zone B,Major,Vandalism,75.0
Foggy,Morning,Zone B,Severe,Drug Offense,191.37569528620074
Rainy,Morning,Zone D,None,Assault,108.30265369940366
Clear,Afternoon,Zone B,Major,Vandalism,60.98994641312628
Cloudy,Night,Zone B,None,Assault,48.62015203970942
Clear,Morning,Zone B,Minor,Theft,156.84435182941928
Clear,Night,Zone D,Severe,Theft,68.4307223216573
Rainy,Evening,Zone D,Severe,Assault,192.1289687611449
Foggy,Afternoon,Zone C,None,Theft,53.35427321669397
Clear,Afternoon,Zone A,None,Vandalism,40.03321007610672
Cloudy,Morning,Zone E,None,Drug Offense,124.74518822613675
Stormy,Night,Zone B,Minor,Drug Offense,120.43094590633397
Clear,Afternoon,Zone A,Minor,Theft,82.18903922248644
Clear,Afternoon,Zone A,Minor,Assault,61.55141909540892
Rainy,Afternoon,Zone D,Minor,Drug Offense,86.0
Foggy,Morning,Zone D,Major,Vandalism,104.4316501292212
Stormy,Evening,Zone A,Minor,Theft,141.40575543154654
Cloudy,Morning,Zone D,Minor,Drug Offense,145.13501202837244
Stormy,Evening,Zone C,Major,Vandalism,168.42740889259406
Cloudy,Afternoon,Zone C,Severe,Assault,62.33448265971091
Foggy,Evening,Zone E,Minor,Theft,168.2823714594538
Cloudy,Morning,Zone E,Major,None,148.9292171327514
Rainy,Morning,Zone E,Severe,None,142.69234319939866
Rainy,Night,Zone B,None,Vandalism,59.338249537079776
Rainy,Night,Zone C,Severe,Theft,49.018621590312016
Rainy,Morning,Zone B,None,Vandalism,103.0583559670681
Stormy,Night,Zone C,Major,Assault,55.395366814640944
Foggy,Afternoon,Zone A,Major,Assault,56.0
Cloudy,Evening,Zone B,Major,Drug Offense,135.8189326493126
Cloudy,Morning,Zone E,Major,Drug Offense,124.35568170242789
Rainy,Morning,Zone C,Severe,Drug Offense,212.81068294861663
Rainy,Night,Zone E,Major,Drug Offense,51.0
Clear,Morning,Zone D,Minor,None,142.45545751637238
Foggy,Night,Zone C,Major,Drug Offense,100.0
Stormy,Afternoon,Zone C,Major,None,58.28570950647618
Cloudy,Morning,Zone E,None,Assault,102.40900250202458
Clear,Afternoon,Zone E,Minor,Vandalism,65.53308026498564
Clear,Afternoon,Zone E,None,Drug Offense,57.465464650071915
Cloudy,Morning,Zone C,Minor,Drug Offense,183.77907984214096
Stormy,Night,Zone A,Severe,Theft,15.83583339517632
Clear,Night,Zone D,Severe,Assault,118.84164634387666
Clear,Afternoon,Zone E,Severe,Assault,64.38337247903114
Foggy,Night,Zone A,Major,Theft,62.0
Stormy,Night,Zone E,Minor,Theft,91.47894941683896
Clear,Afternoon,Zone C,Severe,Assault,51.59021200132925
Stormy,Morning,Zone A,Minor,None,202.21596403650074
Cloudy,Morning,Zone C,Severe,None,182.9412646526991
Rainy,Evening,Zone B,None,None,80.55503777510216
Clear,Morning,Zone E,Severe,None,160.8949989704832
Foggy,Night,Zone D,None,Assault,66.84428950909914
Cloudy,Evening,Zone A,Major,Theft,139.45581442920835
Stormy,Evening,Zone B,None,Vandalism,136.43115574447432
Cloudy,Evening,Zone E,Minor,Drug Offense,166.33980911686194
Clear,Morning,Zone B,None,Theft,45.29116246397136
Stormy,Evening,Zone A,Severe,Theft,170.15461251845744
Rainy,Evening,Zone D,Minor,None,133.34471844516207
Cloudy,Evening,Zone A,Severe,Assault,137.15799105533318
Clear,Morning,Zone D,None,Theft,56.623893882257896
Foggy,Morning,Zone C,Major,Drug Offense,94.87614064613376
Stormy,Morning,Zone E,Severe,None,248.95392371865708
Cloudy,Morning,Zone B,Major,Drug Offense,117.19927771089516
Cloudy,Afternoon,Zone C,Minor,Theft,70.0
Rainy,Morning,Zone E,None,Drug Offense,80.21657100884539
Rainy,Night,Zone B,None,Theft,72.9881474097406
Foggy,Evening,Zone C,None,Vandalism,90.8407027357439
Foggy,Morning,Zone E,Severe,Drug Offense,158.97265812082324
